ResID;Ressource;TribuID;SquadID;SocieteID;TypeRessource;Profil;DateEntree;DateSortie;TJM_EUR;CoutJournalier_EUR;TauxActivite;TauxAbsence;FTE
RES0888;Ressource 0888;T04;T04-S02;SOC99;Interne;Interne;2025-09-09;;584;716;0,8851;0,0755;1,00
RES0889;Ressource 0889;T01;T01-S05;SOC03;Externe;PU;2024-05-05;2026-11-23;732;863;0,8007;0,0655;1,00
RES0890;Ressource 0890;T03;T03-S01;SOC04;Externe;ADC;2025-08-28;;487;569;0,6793;0,0598;0,80
RES0891;Ressource 0891;T11;T11-S02;SOC99;Alternant;Alternant;2023-01-28;;245;261;0,9675;0,0441;0,50
RES0892;Ressource 0892;T03;T03-S02;SOC01;Externe;PU;2025-06-05;;846;1121;0,6799;0,1719;1,00
RES0893;Ressource 0893;T03;T03-S05;SOC01;Externe;ADC;2024-02-28;;567;677;0,9556;0,1837;0,80
RES0894;Ressource 0894;T04;T04-S05;SOC01;Externe;ADC;2023-11-27;;728;814;0,8892;0,0154;0,60
RES0895;Ressource 0895;T02;T02-S02;SOC03;Externe;ADC;2023-09-30;;533;664;0,7886;0,1481;1,00
RES0896;Ressource 0896;T01;T01-S01;SOC99;Interne;Interne;2023-04-16;;400;498;0,8144;0,0062;0,80
RES0897;Ressource 0897;T01;T01-S02;SOC99;Interne;Interne;2026-01-18;;585;637;0,7652;0,0247;1,00
RES0898;Ressource 0898;T04;T04-S01;SOC01;Externe;ADC;2026-04-19;2027-06-03;705;855;0,7195;0,0948;0,50
RES0899;Ressource 0899;T04;T04-S03;SOC01;Externe;ADC;2024-02-13;;662;716;0,9377;0,0863;0,60
RES0900;Ressource 0900;T05;T05-S04;SOC02;Externe;ADC;2025-03-27;2026-04-28;727;927;0,7619;0,1523;1,00
RES0901;Ressource 0901;T05;T05-S05;SOC02;Externe;ADC;2024-07-28;;510;617;0,6957;0,0879;1,00
RES0902;Ressource 0902;T04;T04-S01;SOC99;Interne;Interne;2026-03-04;;431;526;0,9449;0,0808;1,00
RES0903;Ressource 0903;T08;T08-S04;SOC99;Interne;Interne;2024-03-05;2026-09-20;581;709;0,8583;0,1686;1,00
RES0904;Ressource 0904;T01;T01-S05;SOC99;Interne;Interne;2025-06-17;;491;640;0,8885;0,1385;1,00
RES0905;Ressource 0905;T06;T06-S04;SOC06;Externe;ADC;2024-01-13;;572;742;0,7560;0,0723;0,50
RES0906;Ressource 0906;T08;T08-S05;SOC01;Externe;ADC;2022-09-22;;559;692;0,8730;0,1716;0,60
RES0907;Ressource 0907;T02;T02-S02;SOC06;Externe;PU;2023-05-23;2026-12-28;778;958;0,9624;0,1500;1,00
RES0908;Ressource 0908;T03;T03-S04;SOC99;Interne;Interne;2023-03-17;;529;709;0,6872;0,0340;0,50
RES0909;Ressource 0909;T04;T04-S04;SOC02;Externe;ADC;2023-08-09;;716;966;0,9090;0,0673;1,00
RES0910;Ressource 0910;T04;T04-S04;SOC99;Alternant;Alternant;2023-07-09;;243;256;0,9037;0,0916;1,00
RES0911;Ressource 0911;T01;T01-S05;SOC99;Interne;Interne;2023-04-20;;430;517;0,9406;0,1623;1,00
RES0912;Ressource 0912;T02;T02-S02;SOC05;Externe;ADC;2023-11-25;;723;860;0,6925;0,0060;1,00
RES0913;Ressource 0913;T04;T04-S04;SOC99;Interne;Interne;2024-01-15;;399;495;0,6360;0,1471;0,50
RES0914;Ressource 0914;T04;T04-S05;SOC01;Externe;ADC;2023-09-30;2025-06-24;544;687;0,7083;0,0738;0,60
RES0915;Ressource 0915;T04;T04-S01;SOC01;Externe;ADC;2022-10-01;;539;689;0,6905;0,0261;1,00
RES0916;Ressource 0916;T03;T03-S04;SOC99;Interne;Interne;2023-10-09;;467;615;0,6893;0,0485;0,80
RES0917;Ressource 0917;T01;T01-S05;SOC04;Externe;ADC;2025-04-25;2026-03-21;549;666;0,6965;0,0437;1,00
RES0918;Ressource 0918;T10;T10-S05;SOC99;Interne;Interne;2025-10-15;;411;504;0,6256;0,0460;0,80
RES0919;Ressource 0919;T03;T03-S02;SOC03;Externe;ADC;2024-09-25;;638;854;0,6471;0,1398;1,00
RES0920;Ressource 0920;T02;T02-S02;SOC01;Externe;ADC;2023-03-13;;724;877;0,6963;0,1040;0,50
RES0921;Ressource 0921;T02;T02-S01;SOC01;Externe;ADC;2022-12-30;;676;755;0,6779;0,1261;1,00
RES0922;Ressource 0922;T02;T02-S01;SOC02;Externe;ADC;2022-10-15;;688;730;0,8234;0,0218;0,80
RES0923;Ressource 0923;T04;T04-S03;SOC99;Interne;Interne;2024-06-22;;549;633;0,8345;0,0586;1,00
RES0924;Ressource 0924;T08;T08-S02;SOC02;Externe;PU;2024-07-14;;699;801;0,9715;0,0942;0,80
RES0925;Ressource 0925;T03;T03-S03;SOC04;Externe;PU;2023-02-13;;961;1106;0,6534;0,1150;0,80
RES0926;Ressource 0926;T11;T11-S04;SOC99;Interne;Interne;2022-11-05;2026-04-17;554;721;0,7190;0,0544;1,00
RES0927;Ressource 0927;T11;T11-S03;SOC99;Alternant;Alternant;2026-03-26;2028-08-24;228;249;0,8257;0,0309;1,00
RES0928;Ressource 0928;T04;T04-S04;SOC01;Externe;ADC;2024-11-17;;746;846;0,6424;0,0091;1,00
RES0929;Ressource 0929;T01;T01-S04;SOC01;Externe;ADC;2022-07-26;;631;688;0,8432;0,0006;0,60
RES0930;Ressource 0930;T03;T03-S05;SOC99;Interne;Interne;2023-06-18;;562;607;0,6428;0,0305;1,00
RES0931;Ressource 0931;T03;T03-S03;SOC01;Externe;PU;2023-07-11;2026-08-19;924;1097;0,8223;0,1454;1,00
RES0932;Ressource 0932;T04;T04-S01;SOC99;Interne;Interne;2025-05-29;;505;611;0,8032;0,0845;0,80
RES0933;Ressource 0933;T01;T01-S01;SOC01;Externe;ADC;2023-07-13;;514;584;0,9876;0,1794;0,50
RES0934;Ressource 0934;T04;T04-S03;SOC99;Interne;Interne;2023-05-25;;465;528;0,8335;0,1502;1,00
RES0935;Ressource 0935;T04;T04-S01;SOC03;Externe;ADC;2023-09-16;;620;805;0,7368;0,1439;0,50
RES0936;Ressource 0936;T07;T07-S04;SOC99;Interne;Interne;2024-02-24;;558;712;0,7932;0,1563;1,00
RES0937;Ressource 0937;T04;T04-S01;SOC99;Interne;Interne;2024-09-29;2027-03-02;583;708;0,7612;0,0603;1,00
RES0938;Ressource 0938;T02;T02-S01;SOC99;Interne;Interne;2025-10-11;2026-04-14;557;726;0,7598;0,0795;1,00
RES0939;Ressource 0939;T03;T03-S01;SOC03;Externe;ADC;2023-04-14;;780;937;0,9051;0,0969;1,00
RES0940;Ressource 0940;T09;T09-S04;SOC99;Interne;Interne;2023-11-04;;579;608;0,8897;0,1671;1,00
RES0941;Ressource 0941;T01;T01-S05;SOC02;Externe;ADC;2025-11-14;;627;806;0,8060;0,0523;1,00
RES0942;Ressource 0942;T04;T04-S05;SOC99;Interne;Interne;2024-01-20;;561;590;0,7861;0,1830;0,50
RES0943;Ressource 0943;T08;T08-S01;SOC01;Externe;ADC;2025-12-15;;766;854;0,8593;0,1609;0,60
RES0944;Ressource 0944;T04;T04-S03;SOC99;Interne;Interne;2023-09-09;;518;589;0,9725;0,0953;0,60
RES0945;Ressource 0945;T05;T05-S02;SOC02;Externe;PU;2023-06-03;;728;843;0,7495;0,1041;0,80
RES0946;Ressource 0946;T01;T01-S02;SOC05;Externe;PU;2025-03-06;2027-07-15;945;1098;0,6590;0,0610;1,00
RES0947;Ressource 0947;T12;T12-S02;SOC99;Alternant;Alternant;2023-06-13;;225;261;0,9889;0,1687;1,00
RES0948;Ressource 0948;T09;T09-S03;SOC99;Interne;Interne;2023-06-28;;487;545;0,8087;0,0028;1,00
RES0949;Ressource 0949;T01;T01-S01;SOC04;Externe;PU;2023-08-24;;870;1080;0,7764;0,1151;0,60
RES0950;Ressource 0950;T01;T01-S04;SOC99;Interne;Interne;2023-12-21;;436;522;0,6339;0,0129;1,00
RES0951;Ressource 0951;T10;T10-S01;SOC99;Alternant;Alternant;2022-09-10;;212;224;0,8736;0,0228;1,00
RES0952;Ressource 0952;T12;T12-S05;SOC99;Alternant;Alternant;2025-11-24;2027-05-21;245;284;0,6326;0,0111;0,80
RES0953;Ressource 0953;T02;T02-S04;SOC03;Externe;ADC;2023-08-30;;626;830;0,8340;0,1541;1,00
RES0954;Ressource 0954;T03;T03-S03;SOC99;Interne;Interne;2023-10-16;2026-04-08;570;629;0,9261;0,0282;0,50
RES0955;Ressource 0955;T04;T04-S01;SOC02;Externe;ADC;2023-08-19;2026-03-21;618;678;0,7762;0,1897;1,00
RES0956;Ressource 0956;T09;T09-S01;SOC06;Externe;PU;2022-12-31;;809;1003;0,8374;0,0552;1,00
RES0957;Ressource 0957;T02;T02-S02;SOC05;Externe;ADC;2024-09-22;;489;527;0,8504;0,0333;1,00
RES0958;Ressource 0958;T09;T09-S01;SOC02;Externe;ADC;2025-09-02;;649;818;0,9311;0,0066;0,60
RES0959;Ressource 0959;T04;T04-S02;SOC03;Externe;ADC;2023-08-03;;644;788;0,9832;0,0648;1,00
RES0960;Ressource 0960;T11;T11-S04;SOC01;Externe;ADC;2022-09-16;;633;764;0,7898;0,1010;1,00
RES0961;Ressource 0961;T01;T01-S03;SOC01;Externe;ADC;2022-07-16;2026-07-25;528;676;0,9768;0,0892;1,00
RES0962;Ressource 0962;T01;T01-S04;SOC01;Externe;ADC;2024-10-12;2025-11-13;608;813;0,9576;0,0522;0,60
RES0963;Ressource 0963;T08;T08-S03;SOC99;Interne;Interne;2026-02-06;;521;591;0,6394;0,0623;0,50
RES0964;Ressource 0964;T02;T02-S03;SOC99;Interne;Interne;2023-09-01;;580;640;0,8083;0,0296;0,60
RES0965;Ressource 0965;T01;T01-S02;SOC99;Interne;Interne;2023-08-07;;486;544;0,7462;0,0661;1,00
RES0966;Ressource 0966;T08;T08-S04;SOC02;Externe;PU;2024-10-01;;673;900;0,8732;0,1020;0,60
RES0967;Ressource 0967;T08;T08-S05;SOC99;Interne;Interne;2022-09-28;2026-03-25;425;541;0,9360;0,1818;0,60
RES0968;Ressource 0968;T02;T02-S04;SOC99;Alternant;Alternant;2025-09-10;;210;240;0,9762;0,1891;1,00
RES0969;Ressource 0969;T02;T02-S02;SOC01;Externe;ADC;2023-10-29;;699;751;0,6742;0,1623;0,80
RES0970;Ressource 0970;T07;T07-S01;SOC04;Externe;ADC;2024-07-01;2026-09-10;566;630;0,8704;0,1129;0,50
RES0971;Ressource 0971;T03;T03-S05;SOC03;Externe;PU;2022-10-11;;891;1164;0,8825;0,1171;1,00
RES0972;Ressource 0972;T08;T08-S02;SOC99;Interne;Interne;2026-03-02;;527;556;0,6867;0,0698;1,00
RES0973;Ressource 0973;T01;T01-S03;SOC02;Externe;ADC;2025-12-13;;771;841;0,9105;0,1373;1,00
RES0974;Ressource 0974;T02;T02-S05;SOC03;Externe;PU;2025-11-02;;972;1093;0,8933;0,1013;0,80
RES0975;Ressource 0975;T02;T02-S02;SOC04;Externe;PU;2026-05-16;;780;881;0,8535;0,1205;0,80
RES0976;Ressource 0976;T06;T06-S03;SOC99;Interne;Interne;2025-12-20;;448;555;0,6599;0,1844;0,50
RES0977;Ressource 0977;T01;T01-S03;SOC03;Externe;PU;2025-03-16;;658;879;0,7680;0,1374;0,60
RES0978;Ressource 0978;T04;T04-S01;SOC99;Interne;Interne;2023-10-22;;536;678;0,9441;0,0596;1,00
RES0979;Ressource 0979;T05;T05-S02;SOC03;Externe;PU;2024-08-10;;798;983;0,7982;0,1202;1,00
RES0980;Ressource 0980;T02;T02-S01;SOC04;Externe;PU;2025-08-14;;776;972;0,7097;0,0967;1,00
RES0981;Ressource 0981;T03;T03-S02;SOC99;Interne;Interne;2023-04-29;;472;584;0,7576;0,0424;1,00
RES0982;Ressource 0982;T04;T04-S04;SOC01;Externe;ADC;2026-01-03;;490;573;0,8675;0,1608;1,00
RES0983;Ressource 0983;T01;T01-S05;SOC99;Alternant;Alternant;2025-11-15;;235;263;0,9299;0,0957;1,00
RES0984;Ressource 0984;T05;T05-S04;SOC99;Interne;Interne;2025-03-07;;594;687;0,6997;0,0812;0,50
RES0985;Ressource 0985;T02;T02-S01;SOC03;Externe;ADC;2023-11-13;;496;569;0,9741;0,0272;0,60
RES0986;Ressource 0986;T03;T03-S04;SOC01;Externe;PU;2024-01-22;2026-11-17;883;1149;0,7890;0,1700;1,00
RES0987;Ressource 0987;T10;T10-S02;SOC05;Externe;ADC;2024-07-21;;624;791;0,7045;0,0450;0,50
RES0988;Ressource 0988;T04;T04-S04;SOC02;Externe;ADC;2023-09-26;;642;837;0,7411;0,0613;1,00
RES0989;Ressource 0989;T07;T07-S02;SOC03;Externe;PU;2023-08-26;;814;1095;0,7676;0,0397;0,60
RES0990;Ressource 0990;T03;T03-S04;SOC04;Externe;ADC;2023-03-13;;624;698;0,9773;0,1448;1,00
RES0991;Ressource 0991;T09;T09-S04;SOC99;Interne;Interne;2023-04-17;;418;456;0,7298;0,0605;1,00
RES0992;Ressource 0992;T04;T04-S02;SOC02;Externe;ADC;2022-12-29;;577;671;0,6856;0,0967;0,80
RES0993;Ressource 0993;T02;T02-S01;SOC06;Externe;ADC;2024-05-08;;530;594;0,9842;0,0631;0,60
RES0994;Ressource 0994;T02;T02-S05;SOC99;Interne;Interne;2023-12-20;;487;515;0,8817;0,0395;0,50
RES0995;Ressource 0995;T02;T02-S02;SOC03;Externe;PU;2022-11-30;;907;1038;0,7435;0,1583;0,60
RES0996;Ressource 0996;T11;T11-S04;SOC01;Externe;PU;2023-10-25;;835;1032;0,9246;0,1808;0,60
RES0997;Ressource 0997;T01;T01-S05;SOC06;Externe;PU;2025-03-08;;837;931;0,7678;0,1621;0,50
RES0998;Ressource 0998;T02;T02-S03;SOC01;Externe;ADC;2023-07-03;;628;673;0,7820;0,1418;1,00
RES0999;Ressource 0999;T02;T02-S04;SOC99;Alternant;Alternant;2024-10-29;;203;252;0,6431;0,1203;0,80
RES1000;Ressource 1000;T08;T08-S05;SOC99;Interne;Interne;2023-10-26;2026-12-06;510;687;0,9658;0,0843;0,50
RES1001;Ressource 1001;T03;T03-S05;SOC02;Externe;ADC;2024-01-20;;685;906;0,9813;0,1264;0,60
RES1002;Ressource 1002;T02;T02-S05;SOC01;Externe;PU;2023-10-24;;672;858;0,8786;0,0435;1,00
RES1003;Ressource 1003;T04;T04-S05;SOC02;Externe;ADC;2023-08-02;;709;809;0,6468;0,0936;0,80
RES1004;Ressource 1004;T07;T07-S02;SOC99;Interne;Interne;2022-11-08;;474;538;0,7247;0,0551;1,00
RES1005;Ressource 1005;T04;T04-S02;SOC01;Externe;ADC;2025-11-30;2028-03-26;728;863;0,8911;0,1039;1,00
RES1006;Ressource 1006;T05;T05-S01;SOC04;Externe;ADC;2024-12-05;;755;966;0,9528;0,1560;0,80
RES1007;Ressource 1007;T06;T06-S05;SOC02;Externe;ADC;2026-03-02;;738;946;0,9355;0,0806;1,00
RES1008;Ressource 1008;T04;T04-S02;SOC99;Interne;Interne;2022-12-25;;532;706;0,7795;0,0407;0,80
RES1009;Ressource 1009;T06;T06-S05;SOC99;Interne;Interne;2026-01-14;;512;676;0,6727;0,0413;0,80
RES1010;Ressource 1010;T10;T10-S04;SOC05;Externe;PU;2025-03-17;;741;849;0,8395;0,0230;1,00
RES1011;Ressource 1011;T05;T05-S05;SOC02;Externe;PU;2025-01-20;;966;1191;0,8708;0,0225;1,00
RES1012;Ressource 1012;T06;T06-S02;SOC02;Externe;ADC;2025-05-14;;680;826;0,7871;0,1694;1,00
RES1013;Ressource 1013;T03;T03-S05;SOC99;Interne;Interne;2022-12-05;;513;656;0,8135;0,0679;0,50
RES1014;Ressource 1014;T04;T04-S05;SOC99;Interne;Interne;2026-02-05;2028-04-16;615;820;0,7105;0,0035;1,00
RES1015;Ressource 1015;T11;T11-S05;SOC01;Externe;PU;2024-02-20;2027-03-18;792;1041;0,8950;0,1639;0,80
RES1016;Ressource 1016;T02;T02-S04;SOC01;Externe;ADC;2025-09-12;;598;748;0,9065;0,0698;1,00
RES1017;Ressource 1017;T04;T04-S04;SOC02;Externe;PU;2024-10-09;;675;885;0,6223;0,1281;0,80
RES1018;Ressource 1018;T08;T08-S04;SOC01;Externe;PU;2025-01-12;2026-04-25;760;861;0,9820;0,1261;0,60
RES1019;Ressource 1019;T01;T01-S01;SOC99;Interne;Interne;2026-04-12;;415;500;0,8152;0,1417;0,80
RES1020;Ressource 1020;T01;T01-S01;SOC01;Externe;PU;2023-09-04;;782;970;0,6662;0,0191;1,00
RES1021;Ressource 1021;T11;T11-S03;SOC99;Interne;Interne;2025-04-02;;429;507;0,8824;0,0351;1,00
RES1022;Ressource 1022;T03;T03-S04;SOC99;Interne;Interne;2025-07-09;;438;504;0,8164;0,0989;1,00
RES1023;Ressource 1023;T03;T03-S04;SOC99;Interne;Interne;2023-07-13;;619;808;0,6616;0,1309;1,00
RES1024;Ressource 1024;T04;T04-S03;SOC02;Externe;ADC;2023-07-28;;647;693;0,6499;0,1345;0,80
RES1025;Ressource 1025;T06;T06-S05;SOC04;Externe;PU;2025-05-17;;840;915;0,6680;0,0092;1,00
RES1026;Ressource 1026;T04;T04-S03;SOC03;Externe;ADC;2025-12-01;;674;779;0,6808;0,0699;0,60
RES1027;Ressource 1027;T02;T02-S02;SOC02;Externe;ADC;2025-12-24;;497;574;0,9412;0,0846;0,50
RES1028;Ressource 1028;T03;T03-S01;SOC99;Interne;Interne;2025-09-05;;493;567;0,9901;0,1430;0,60
RES1029;Ressource 1029;T01;T01-S01;SOC02;Externe;ADC;2025-11-17;;725;910;0,6392;0,0855;1,00
RES1030;Ressource 1030;T01;T01-S02;SOC99;Interne;Interne;2026-02-07;;417;496;0,8431;0,0743;0,50
RES1031;Ressource 1031;T08;T08-S03;SOC05;Externe;ADC;2024-04-25;2026-11-20;520;666;0,8659;0,1706;0,80
RES1032;Ressource 1032;T01;T01-S01;SOC99;Interne;Interne;2026-03-26;;592;707;0,8283;0,1642;0,60
RES1033;Ressource 1033;T03;T03-S04;SOC02;Externe;ADC;2025-09-15;;541;712;0,8450;0,1662;1,00
RES1034;Ressource 1034;T06;T06-S05;SOC99;Interne;Interne;2024-10-27;;488;587;0,8483;0,0090;0,60
RES1035;Ressource 1035;T10;T10-S03;SOC99;Alternant;Alternant;2025-08-01;;188;209;0,7590;0,1812;1,00
RES1036;Ressource 1036;T05;T05-S05;SOC02;Externe;ADC;2024-10-14;2026-02-11;561;610;0,7910;0,1685;1,00
RES1037;Ressource 1037;T03;T03-S05;SOC01;Externe;PU;2025-08-07;;884;1187;0,6926;0,0572;1,00
RES1038;Ressource 1038;T01;T01-S04;SOC01;Externe;ADC;2024-06-08;;496;606;0,9234;0,0282;0,80
RES1039;Ressource 1039;T01;T01-S02;SOC03;Externe;ADC;2023-12-08;;753;859;0,8369;0,1015;1,00
RES1040;Ressource 1040;T06;T06-S04;SOC99;Alternant;Alternant;2022-07-28;2027-02-17;219;276;0,7332;0,0100;1,00
RES1041;Ressource 1041;T12;T12-S03;SOC01;Externe;ADC;2023-09-19;;626;777;0,8195;0,1031;0,60
RES1042;Ressource 1042;T04;T04-S04;SOC02;Externe;PU;2025-01-20;;883;1174;0,6221;0,1194;1,00
RES1043;Ressource 1043;T04;T04-S02;SOC05;Externe;ADC;2025-04-18;2025-09-19;762;950;0,8911;0,1362;0,60
RES1044;Ressource 1044;T01;T01-S05;SOC99;Interne;Interne;2022-08-30;;482;580;0,6600;0,1383;1,00
RES1045;Ressource 1045;T07;T07-S03;SOC02;Externe;ADC;2024-10-14;;601;761;0,9274;0,1204;0,60
RES1046;Ressource 1046;T05;T05-S03;SOC02;Externe;ADC;2022-11-01;;510;593;0,6729;0,1265;0,80
RES1047;Ressource 1047;T02;T02-S01;SOC99;Interne;Interne;2025-12-21;;437;527;0,6338;0,0776;1,00
RES1048;Ressource 1048;T07;T07-S04;SOC01;Externe;ADC;2024-05-25;2026-10-22;772;970;0,9312;0,0646;1,00
RES1049;Ressource 1049;T07;T07-S02;SOC03;Externe;ADC;2026-05-15;;630;771;0,8616;0,1594;1,00
RES1050;Ressource 1050;T09;T09-S01;SOC01;Externe;ADC;2026-04-02;;742;831;0,6249;0,0605;0,60
RES1051;Ressource 1051;T05;T05-S02;SOC01;Externe;PU;2024-03-04;;707;947;0,8184;0,1160;1,00
RES1052;Ressource 1052;T12;T12-S01;SOC99;Interne;Interne;2023-06-21;;470;575;0,7038;0,1297;0,50
RES1053;Ressource 1053;T04;T04-S02;SOC05;Externe;PU;2023-05-28;;706;915;0,7970;0,1302;0,60
RES1054;Ressource 1054;T03;T03-S02;SOC06;Externe;ADC;2024-01-13;;731;977;0,6332;0,0494;0,50
RES1055;Ressource 1055;T04;T04-S04;SOC99;Interne;Interne;2023-05-15;2026-11-08;583;769;0,9711;0,0670;0,80
RES1056;Ressource 1056;T02;T02-S01;SOC99;Interne;Interne;2023-09-22;;430;545;0,9338;0,1038;0,50
RES1057;Ressource 1057;T02;T02-S01;SOC03;Externe;ADC;2026-03-28;2027-04-26;545;664;0,6710;0,0667;0,50
RES1058;Ressource 1058;T07;T07-S03;SOC01;Externe;ADC;2026-04-12;;711;849;0,7758;0,0439;0,60
RES1059;Ressource 1059;T02;T02-S05;SOC99;Interne;Interne;2023-11-01;;411;507;0,6739;0,0291;1,00
RES1060;Ressource 1060;T03;T03-S04;SOC04;Externe;ADC;2025-11-30;;638;685;0,7975;0,1710;0,50
RES1061;Ressource 1061;T09;T09-S03;SOC01;Externe;ADC;2026-03-11;2027-09-30;548;634;0,9373;0,0553;0,80
RES1062;Ressource 1062;T02;T02-S05;SOC99;Interne;Interne;2023-12-24;;497;525;0,9946;0,1589;1,00
RES1063;Ressource 1063;T03;T03-S04;SOC04;Externe;ADC;2024-10-11;;733;849;0,9720;0,1669;1,00
RES1064;Ressource 1064;T09;T09-S04;SOC02;Externe;ADC;2024-07-27;;690;782;0,7033;0,1703;1,00
RES1065;Ressource 1065;T01;T01-S04;SOC99;Interne;Interne;2025-12-27;;603;680;0,7710;0,1716;1,00
RES1066;Ressource 1066;T09;T09-S02;SOC03;Externe;ADC;2026-03-23;2028-03-24;778;931;0,6526;0,1733;0,50
RES1067;Ressource 1067;T06;T06-S01;SOC02;Externe;ADC;2025-04-22;;730;791;0,6236;0,1344;1,00
RES1068;Ressource 1068;T07;T07-S03;SOC99;Interne;Interne;2026-02-28;;400;540;0,7773;0,0374;0,50
RES1069;Ressource 1069;T01;T01-S05;SOC01;Externe;PU;2025-03-19;;879;1143;0,6566;0,0052;1,00
RES1070;Ressource 1070;T02;T02-S03;SOC99;Interne;Interne;2025-10-28;;592;716;0,6794;0,0014;0,50
RES1071;Ressource 1071;T01;T01-S04;SOC01;Externe;ADC;2024-01-15;2027-01-04;726;941;0,7167;0,0429;0,80
RES1072;Ressource 1072;T01;T01-S04;SOC06;Externe;ADC;2023-04-28;;593;688;0,9743;0,0722;1,00
RES1073;Ressource 1073;T04;T04-S03;SOC02;Externe;PU;2024-11-10;;627;830;0,7635;0,1120;0,60
RES1074;Ressource 1074;T12;T12-S05;SOC01;Externe;ADC;2025-05-02;;638;797;0,9522;0,0892;0,60
RES1075;Ressource 1075;T01;T01-S02;SOC01;Externe;ADC;2023-06-21;;522;673;0,8074;0,0046;1,00
RES1076;Ressource 1076;T03;T03-S04;SOC01;Externe;ADC;2025-04-24;2026-02-07;568;728;0,6631;0,1005;0,60
RES1077;Ressource 1077;T07;T07-S01;SOC99;Interne;Interne;2025-12-30;;559;605;0,6830;0,1198;1,00
RES1078;Ressource 1078;T07;T07-S04;SOC02;Externe;ADC;2023-10-28;;694;880;0,7763;0,1413;1,00
RES1079;Ressource 1079;T06;T06-S05;SOC99;Interne;Interne;2024-08-25;;399;455;0,7371;0,1786;1,00
RES1080;Ressource 1080;T02;T02-S04;SOC02;Externe;PU;2026-04-10;;909;1190;0,9572;0,1084;1,00
RES1081;Ressource 1081;T10;T10-S01;SOC03;Externe;ADC;2022-11-21;2025-07-03;619;720;0,6561;0,1619;0,80
RES1082;Ressource 1082;T01;T01-S02;SOC01;Externe;PU;2022-11-06;2026-01-13;734;974;0,7427;0,0566;1,00
RES1083;Ressource 1083;T04;T04-S04;SOC99;Alternant;Alternant;2025-12-27;;199;229;0,9702;0,1776;1,00
RES1084;Ressource 1084;T11;T11-S04;SOC99;Interne;Interne;2025-11-06;2026-11-04;431;543;0,7395;0,1727;0,50
RES1085;Ressource 1085;T12;T12-S05;SOC01;Externe;PU;2024-04-30;;826;1075;0,9737;0,0837;0,50
RES1086;Ressource 1086;T09;T09-S01;SOC99;Interne;Interne;2025-03-12;;501;546;0,8144;0,0977;0,60
RES1087;Ressource 1087;T07;T07-S05;SOC01;Externe;ADC;2024-03-20;;625;671;0,6598;0,1360;1,00
RES1088;Ressource 1088;T12;T12-S04;SOC01;Externe;ADC;2023-04-16;2026-01-12;661;740;0,9612;0,0700;0,80
RES1089;Ressource 1089;T05;T05-S03;SOC04;Externe;ADC;2023-05-30;2025-11-22;491;639;0,7798;0,1093;1,00
RES1090;Ressource 1090;T02;T02-S03;SOC01;Externe;ADC;2025-11-21;;571;605;0,8939;0,0591;0,50
RES1091;Ressource 1091;T06;T06-S04;SOC99;Interne;Interne;2024-02-18;;478;576;0,7502;0,1600;1,00
RES1092;Ressource 1092;T01;T01-S05;SOC01;Externe;ADC;2026-05-16;;578;617;0,9458;0,1484;0,80
RES1093;Ressource 1093;T10;T10-S04;SOC01;Externe;ADC;2024-09-13;;618;688;0,7173;0,1081;0,50
RES1094;Ressource 1094;T03;T03-S05;SOC99;Interne;Interne;2026-03-16;;476;501;0,8293;0,0416;0,80
RES1095;Ressource 1095;T10;T10-S02;SOC01;Externe;ADC;2023-01-17;;496;595;0,6706;0,0187;1,00
RES1096;Ressource 1096;T05;T05-S01;SOC01;Externe;ADC;2023-08-22;;770;1029;0,8379;0,0354;0,80
RES1097;Ressource 1097;T02;T02-S01;SOC99;Interne;Interne;2025-10-04;;473;543;0,8509;0,0500;0,80
RES1098;Ressource 1098;T01;T01-S01;SOC04;Externe;ADC;2025-09-10;;549;705;0,6325;0,1136;1,00
RES1099;Ressource 1099;T07;T07-S02;SOC99;Interne;Interne;2025-09-14;;546;645;0,6288;0,0464;0,80
RES1100;Ressource 1100;T03;T03-S05;SOC99;Interne;Interne;2023-01-17;;544;697;0,6806;0,0638;0,50
RES1101;Ressource 1101;T09;T09-S02;SOC99;Interne;Interne;2022-09-22;;609;743;0,6799;0,1560;0,60
RES1102;Ressource 1102;T12;T12-S04;SOC03;Externe;ADC;2024-01-28;2025-10-08;689;788;0,9203;0,1721;0,60
RES1103;Ressource 1103;T09;T09-S01;SOC06;Externe;ADC;2022-12-12;2026-08-15;688;908;0,7065;0,0586;1,00
RES1104;Ressource 1104;T06;T06-S02;SOC05;Externe;ADC;2025-10-01;;670;720;0,8005;0,1471;1,00
RES1105;Ressource 1105;T10;T10-S05;SOC99;Interne;Interne;2024-10-04;;498;550;0,6689;0,0200;0,60
RES1106;Ressource 1106;T05;T05-S02;SOC99;Alternant;Alternant;2026-04-07;2027-02-28;252;319;0,9511;0,1383;0,80
RES1107;Ressource 1107;T10;T10-S04;SOC01;Externe;PU;2025-03-13;;778;953;0,8551;0,0159;1,00
RES1108;Ressource 1108;T08;T08-S01;SOC99;Interne;Interne;2023-08-24;;469;553;0,6325;0,0678;0,50
RES1109;Ressource 1109;T04;T04-S01;SOC99;Interne;Interne;2025-03-27;;423;496;0,6499;0,1718;0,80
RES1110;Ressource 1110;T05;T05-S04;SOC99;Interne;Interne;2024-11-09;;550;701;0,9048;0,0159;0,60
